accession	description	length	host_raw	host_canonical	host_group	host_ambiguous	country_raw	country	collection_date_raw	collection_date	decimal_year	date_precision	strain	isolate	lat_lon	is_vaccine	vaccine_pattern	has_H	H_length	H_source	has_F	has_N	is_complete_genome	exclude_reason
MT773230.1	Canine morbillivirus isolate N298 hemagglutinin protein H (gp6) gene, partial cds	738	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Brazil: Cuiaba, MT	Brazil	2012	2012	2012.5	year		N298		False		True	738	length_heuristic_partial	False	False	False	
MT773229.1	Canine morbillivirus isolate N288 hemagglutinin protein H (gp6) gene, partial cds	738	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Brazil: Cuiaba, MT	Brazil	2012	2012	2012.5	year		N288		False		True	738	length_heuristic_partial	False	False	False	
MT773228.1	Canine morbillivirus isolate N274 hemagglutinin protein H (gp6) gene, partial cds	738	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Brazil: Cuiaba, MT	Brazil	2012	2012	2012.5	year		N274		False		True	738	length_heuristic_partial	False	False	False	
MT773227.1	Canine morbillivirus isolate N263 hemagglutinin protein H (gp6) gene, partial cds	738	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Brazil: Cuiaba, MT	Brazil	2012	2012	2012.5	year		N263		False		True	738	length_heuristic_partial	False	False	False	
MT773226.1	Canine morbillivirus isolate N246 hemagglutinin protein H (gp6) gene, partial cds	738	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Brazil: Cuiaba, MT	Brazil	2012	2012	2012.5	year		N246		False		True	738	length_heuristic_partial	False	False	False	
MT773225.1	Canine morbillivirus isolate N125 hemagglutinin protein H (gp6) gene, partial cds	738	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Brazil: Cuiaba, MT	Brazil	2012	2012	2012.5	year		N125		False		True	738	length_heuristic_partial	False	False	False	
MW980440.1	Morbillivirus canis isolate GS-20-12, complete genome	15690	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	China	China	10-Dec-2020	2020-12-10	2020.9398907103825	day		GS-20-12		False		True	1824	annotation	True	True	True	
MZ169061.1	Morbillivirus canis isolate 2020-284 hemagglutinin gene, partial cds	444	badger	Meles meles	mustelid	False	Spain	Spain	2020	2020	2020.5	year		2020-284		False		True	444	annotation	False	False	False	
MZ605431.1	Morbillivirus canis isolate Car2056 hemagglutinin gene, partial cds	420	European badger	Meles meles	mustelid	False	Spain	Spain	2020	2020	2020.5	year		Car2056		False		True	420	annotation	False	False	False	
MZ605430.1	Morbillivirus canis isolate Car2050 hemagglutinin gene, partial cds	420	red fox	Vulpes vulpes	wild_canid	False	Spain	Spain	2020	2020	2020.5	year		Car2050		False		True	420	annotation	False	False	False	
MZ605429.1	Morbillivirus canis isolate Car2102 hemagglutinin gene, partial cds	420	Martes martes	Martes sp.	mustelid	False	Spain	Spain	2021	2021	2021.5	year		Car2102		False		True	420	annotation	False	False	False	
MW669850.1	Canine morbillivirus isolate HSS6_33H hemagglutinin (H) gene, partial cds	915	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	Mar-2020	2020-03	2020.204918032787	month	Turkish	HSS6_33H		False		True	915	annotation	False	False	False	
MW669849.1	Canine morbillivirus isolate HSS5_27H hemagglutinin (H) gene, partial cds	906	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	Mar-2020	2020-03	2020.204918032787	month	Turkish	HSS5_27H		False		True	906	annotation	False	False	False	
MW669848.1	Canine morbillivirus isolate HSS4_11H hemagglutinin (H) gene, partial cds	918	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	Mar-2020	2020-03	2020.204918032787	month	Turkish	HSS4_11H		False		True	918	annotation	False	False	False	
MW669847.1	Canine morbillivirus isolate HSS3_6H hemagglutinin (H) gene, partial cds	915	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	Mar-2020	2020-03	2020.204918032787	month	Turkish	HSS3_6H		False		True	915	annotation	False	False	False	
MW669846.1	Canine morbillivirus isolate HSS2_3H hemagglutinin (H) gene, partial cds	915	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	Mar-2020	2020-03	2020.204918032787	month	Turkish	HSS2_3H		False		True	915	annotation	False	False	False	
MW669845.1	Canine morbillivirus isolate HSS1_1H hemagglutinin (H) gene, partial cds	912	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	Mar-2020	2020-03	2020.204918032787	month	Turkish	HSS1_1H		False		True	912	annotation	False	False	False	
MK689166.1	Morbillivirus canis isolate TR/CDV/H3 hemagglutinin (H) gene, partial cds	1755	Canis lupus familiaris (dog)	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	16-Sep-2018	2018-09-16	2018.7068493150684	day		TR/CDV/H3		False		True	1755	annotation	False	False	False	
MK689165.1	Morbillivirus canis isolate TR/CDV/H2 hemagglutinin (H) gene, partial cds	1755	Canis lupus familiaris (dog)	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	16-Sep-2018	2018-09-16	2018.7068493150684	day		TR/CDV/H2		False		True	1755	annotation	False	False	False	
MK689164.1	Morbillivirus canis isolate TR/CDV/H1 hemagglutinin (H) gene, partial cds	1755	Canis lupus familiaris (dog)	Canis lupus familiaris	domestic_dog	False	Turkey	Turkey	16-Sep-2018	2018-09-16	2018.7068493150684	day		TR/CDV/H1		False		True	1755	annotation	False	False	False	
MW015090.1	Morbillivirus canis strain 246A/2018 hemagglutinin (H) gene, complete cds	1824	stone marten (Martes foina)	Martes sp.	mustelid	False	Italy	Italy	2018	2018	2018.5	year	246A/2018			False		True	1824	annotation	False	False	False	
MW015089.1	Morbillivirus canis strain 110A/2018 hemagglutinin (H) gene, complete cds	1824	stone marten (Martes foina)	Martes sp.	mustelid	False	Italy	Italy	2018	2018	2018.5	year	110A/2018			False		True	1824	annotation	False	False	False	
MW048559.1	Morbillivirus canis isolate SH-137 hemagglutinin protein gene, complete cds	1824	canine	Canis lupus familiaris	domestic_dog	False	China	China	2020	2020	2020.5	year		SH-137		False		True	1824	annotation	False	False	False	
MW048558.1	Morbillivirus canis isolate SH-117 hemagglutinin protein gene, complete cds	1824	canine	Canis lupus familiaris	domestic_dog	False	China	China	2020	2020	2020.5	year		SH-117		False		True	1824	annotation	False	False	False	
MW048557.1	Morbillivirus canis isolate JSYZ-04 hemagglutinin protein gene, complete cds	1824	canine	Canis lupus familiaris	domestic_dog	False	China	China	2018	2018	2018.5	year		JSYZ-04		False		True	1824	annotation	False	False	False	
MW048556.1	Morbillivirus canis isolate JSNJ-21 hemagglutinin protein gene, complete cds	1824	canine	Canis lupus familiaris	domestic_dog	False	China	China	2018	2018	2018.5	year		JSNJ-21		False		True	1824	annotation	False	False	False	
MW048555.1	Morbillivirus canis isolate JSNJ-13 hemagglutinin protein gene, complete cds	1824	canine	Canis lupus familiaris	domestic_dog	False	China	China	2018	2018	2018.5	year		JSNJ-13		False		True	1824	annotation	False	False	False	
MW020699.1	Morbillivirus canis isolate NJ04, complete genome	15690	canine	Canis lupus familiaris	domestic_dog	False	China	China	2018	2018	2018.5	year		NJ04		False		True	1824	annotation	True	True	True	
MW984536.1	Morbillivirus canis isolate 16-2653 hemagglutinin gene, partial cds	1572	skunk	Mephitis mephitis	mustelid	False	USA: IL	USA	20-Apr-2016	2016-04-20	2016.3005464480875	day		16-2653		False		True	1572	annotation	False	False	False	
MW984535.1	Morbillivirus canis isolate 16-2813 hemagglutinin gene, partial cds	1335	raccoon	Procyon lotor	procyonid	False	USA: IN	USA	14-Dec-2015	2015-12-14	2015.9506849315069	day		16-2813		False		True	1335	annotation	False	False	False	
MW984534.1	Morbillivirus canis isolate 16-2659 hemagglutinin gene, partial cds	1674	skunk	Mephitis mephitis	mustelid	False	USA: IL	USA	03-May-2016	2016-05-03	2016.3360655737704	day		16-2659		False		True	1674	annotation	False	False	False	
MW984533.1	Morbillivirus canis isolate 16-2658 hemagglutinin gene, partial cds	1674	raccoon	Procyon lotor	procyonid	False	USA: IL	USA	28-Apr-2016	2016-04-28	2016.3224043715848	day		16-2658		False		True	1674	annotation	False	False	False	
MW984532.1	Morbillivirus canis isolate 16-2814 hemagglutinin gene, partial cds	1821	tiger	Panthera tigris	wild_felid	False	USA: IN	USA	19-Dec-2015	2015-12-19	2015.964383561644	day		16-2814		False		True	1821	annotation	False	False	False	
MW984531.1	Morbillivirus canis isolate 16-2827 hemagglutinin gene, partial cds	1821	tiger	Panthera tigris	wild_felid	False	USA: IN	USA	28-Dec-2015	2015-12-28	2015.9890410958903	day		16-2827		False		True	1821	annotation	False	False	False	
MW984530.1	Morbillivirus canis isolate 16-2811 hemagglutinin gene, partial cds	1821	tiger	Panthera tigris	wild_felid	False	USA: IN	USA	30-Nov-2015	2015-11-30	2015.9123287671232	day		16-2811		False		True	1821	annotation	False	False	False	
MW984529.1	Morbillivirus canis isolate 16-2810 hemagglutinin gene, partial cds	1821	tiger	Panthera tigris	wild_felid	False	USA: IN	USA	16-Nov-2015	2015-11-16	2015.8739726027397	day		16-2810		False		True	1821	annotation	False	False	False	
MW984528.1	Morbillivirus canis isolate 16-2809 hemagglutinin gene, partial cds	1821	lion	Panthera leo	wild_felid	False	USA: IN	USA	10-Nov-2015	2015-11-10	2015.8575342465754	day		16-2809		False		True	1821	annotation	False	False	False	
MW984527.1	Morbillivirus canis isolate 16-2812 hemagglutinin gene, partial cds	1821	tiger	Panthera tigris	wild_felid	False	USA: IN	USA	14-Dec-2015	2015-12-14	2015.9506849315069	day		16-2812		False		True	1821	annotation	False	False	False	
MW984526.1	Morbillivirus canis isolate 16-2808 hemagglutinin gene, partial cds	1821	tiger	Panthera tigris	wild_felid	False	USA: IN	USA	26-Oct-2015	2015-10-26	2015.8164383561643	day		16-2808		False		True	1821	annotation	False	False	False	
MW984525.1	Morbillivirus canis isolate 16-2807 hemagglutinin gene, partial cds	1821	tiger	Panthera tigris	wild_felid	False	USA: IN	USA	26-Oct-2015	2015-10-26	2015.8164383561643	day		16-2807		False		True	1821	annotation	False	False	False	
MT350719.1	Morbillivirus canis strain CDV28 hemagglutinin (H) gene, partial cds	736	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Peru	Peru	10-Oct-2018	2018-10-10	2018.772602739726	day	CDV28			False		True	736	annotation	False	False	False	
MT350718.1	Morbillivirus canis strain CDV06 hemagglutinin (H) gene, partial cds	736	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Peru	Peru	05-Oct-2018	2018-10-05	2018.7589041095891	day	CDV06			False		True	736	annotation	False	False	False	
MT350715.1	Morbillivirus canis strain CDV29 hemagglutinin (H) gene, complete cds	1824	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Peru	Peru	11-Dec-2018	2018-12-11	2018.9424657534246	day	CDV29			False		True	1824	annotation	False	False	False	
MT350714.1	Morbillivirus canis strain CDV25 hemagglutinin (H) gene, complete cds	1824	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Peru	Peru	23-Nov-2018	2018-11-23	2018.8931506849315	day	CDV25			False		True	1824	annotation	False	False	False	
MT350713.1	Morbillivirus canis strain CDV23 hemagglutinin (H) gene, complete cds	1824	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Peru	Peru	19-Nov-2018	2018-11-19	2018.8821917808218	day	CDV23			False		True	1824	annotation	False	False	False	
MT350712.1	Morbillivirus canis strain CDV18 hemagglutinin (H) gene, complete cds	1824	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Peru	Peru	10-Nov-2018	2018-11-10	2018.8575342465754	day	CDV18			False		True	1824	annotation	False	False	False	
MW248101.1	Morbillivirus canis isolate CVD2019/hun/fuksz hemagglutinin (H) gene, complete cds	2044	domestic dog	Canis lupus familiaris	domestic_dog	False	Hungary	Hungary	Feb-2019	2019-02	2019.123287671233	month		CVD2019/hun/fuksz		False		True	1824	annotation	False	False	False	
MW600730.1	Morbillivirus canis isolate GS20-11, complete genome	15690	dog	Canis lupus familiaris	domestic_dog	False	China	China	10-Dec-2020	2020-12-10	2020.9398907103825	day		GS20-11		False		True	1824	annotation	True	True	True	
MW460905.1	Morbillivirus canis isolate JA88/2020, complete genome	15624	Canis lupus familiaris; male	Canis lupus familiaris	domestic_dog	False	Brazil	Brazil	2019	2019	2019.5	year		JA88/2020		False		True	1824	annotation	True	True	True	
MT448054.1	Morbillivirus canis strain CDV-HN19, complete genome	15690	masked civet	Viverridae sp.	viverrid	False	China	China	2019	2019	2019.5	year	CDV-HN19			False		True	1824	annotation	True	True	True	
MT119981.1	Morbillivirus canis isolate CDV/RO2 hemagglutinin protein gene, partial cds	1806	domestic dog	Canis lupus familiaris	domestic_dog	False	Brazil	Brazil	Feb-2019	2019-02	2019.123287671233	month		CDV/RO2		False		True	1806	annotation	False	False	False	
MT119980.1	Morbillivirus canis isolate CDV/MT10 hemagglutinin protein gene, partial cds	1700	domestic dog	Canis lupus familiaris	domestic_dog	False	Brazil	Brazil	Apr-2019	2019-04	2019.2876712328766	month		CDV/MT10		False		True	1700	annotation	False	False	False	
MT119979.1	Morbillivirus canis isolate CDV/MT8 hemagglutinin protein gene, partial cds	1792	domestic dog	Canis lupus familiaris	domestic_dog	False	Brazil	Brazil	Aug-2019	2019-08	2019.6219178082192	month		CDV/MT8		False		True	1792	annotation	False	False	False	
MT119978.1	Morbillivirus canis isolate CDV/MT7 hemagglutinin protein gene, partial cds	1792	domestic dog	Canis lupus familiaris	domestic_dog	False	Brazil	Brazil	Apr-2019	2019-04	2019.2876712328766	month		CDV/MT7		False		True	1792	annotation	False	False	False	
MT119977.1	Morbillivirus canis isolate CDV/MT6 hemagglutinin protein gene, partial cds	1804	domestic dog	Canis lupus familiaris	domestic_dog	False	Brazil	Brazil	Aug-2018	2018-08	2018.6219178082192	month		CDV/MT6		False		True	1804	annotation	False	False	False	
MT119976.1	Morbillivirus canis isolate CDV/MT5 hemagglutinin protein gene, partial cds	1799	domestic dog	Canis lupus familiaris	domestic_dog	False	Brazil	Brazil	Aug-2018	2018-08	2018.6219178082192	month		CDV/MT5		False		True	1799	annotation	False	False	False	
MT119975.1	Morbillivirus canis isolate CDV/MT4 hemagglutinin protein gene, partial cds	1800	domestic dog	Canis lupus familiaris	domestic_dog	False	Brazil	Brazil	Oct-2018	2018-10	2018.7890410958903	month		CDV/MT4		False		True	1800	annotation	False	False	False	
MT119974.1	Morbillivirus canis isolate CDV/MT3 hemagglutinin protein gene, partial cds	1792	domestic dog	Canis lupus familiaris	domestic_dog	False	Brazil	Brazil	Oct-2018	2018-10	2018.7890410958903	month		CDV/MT3		False		True	1792	annotation	False	False	False	
MT119973.1	Morbillivirus canis isolate CDV/MT2 hemagglutinin protein gene, partial cds	1799	domestic dog	Canis lupus familiaris	domestic_dog	False	Brazil	Brazil	Oct-2018	2018-10	2018.7890410958903	month		CDV/MT2		False		True	1799	annotation	False	False	False	
MT119972.1	Morbillivirus canis isolate CDV/MT1 hemagglutinin protein gene, partial cds	1799	domestic dog	Canis lupus familiaris	domestic_dog	False	Brazil	Brazil	Jan-2018	2018-01	2018.041095890411	month		CDV/MT1		False		True	1799	annotation	False	False	False	
MT292106.1	Morbillivirus canis isolate leopard/India/2019 hemagglutinin (H) gene, complete cds	1824	Leopard	Panthera pardus	wild_felid	False	India	India	2019	2019	2019.5	year		leopard/India/2019		False		True	1824	annotation	False	False	False	
MT932511.1	Morbillivirus canis isolate PPA202 nucleocapsid protein, phosphoprotein, C protein, matrix, fusion, hemagglutinin, and large protein genes, complete cds	15547	Panthera pardus	Panthera pardus	wild_felid	False	USA	USA	15-Oct-1992	1992-10-15	1992.7868852459017	day		PPA202		False		True	1824	annotation	True	True	False	
MT932510.1	Morbillivirus canis isolate PLO008 nucleocapsid protein, phosphoprotein, C protein, matrix, fusion, hemagglutinin, and large protein genes, complete cds	15547	Procyon lotor	Procyon lotor	procyonid	False	USA	USA	09-Apr-2013	2013-04-09	2013.268493150685	day		PLO008		False		True	1824	annotation	True	True	False	
MT932509.1	Morbillivirus canis isolate PLO007 nucleocapsid protein, phosphoprotein, C protein, matrix, fusion, hemagglutinin, and large protein genes, complete cds	15547	Procyon lotor	Procyon lotor	procyonid	False	USA	USA	26-Mar-2013	2013-03-26	2013.2301369863014	day		PLO007		False		True	1824	annotation	True	True	False	
MT932508.1	Morbillivirus canis isolate PLO006 nucleocapsid protein, phosphoprotein, C protein, matrix, fusion, hemagglutinin, and large protein genes, complete cds	15547	Procyon lotor	Procyon lotor	procyonid	False	USA	USA	13-Mar-2013	2013-03-13	2013.194520547945	day		PLO006		False		True	1824	annotation	True	True	False	
MT932507.1	Morbillivirus canis isolate UCI001 nucleocapsid protein, phosphoprotein, C protein, matrix, fusion, hemagglutinin, and large protein genes, complete cds	15547	Urocyon cinereoargenteus	Urocyon cinereoargenteus	wild_canid	False	USA	USA	29-Mar-2013	2013-03-29	2013.2383561643835	day		UCI001		False		True	1824	annotation	True	True	False	
MT932506.1	Morbillivirus canis isolate PLO005 nucleocapsid protein, phosphoprotein, matrix, fusion, hemagglutinin, and large protein genes, complete cds	15547	Procyon lotor	Procyon lotor	procyonid	False	USA	USA	02-Mar-2013	2013-03-02	2013.164383561644	day		PLO005		False		True	1824	annotation	True	True	False	
